first,system:index,SHAPE_Length,ENGTYPE_4,Join_Count,NAME_2,NAME_3,SHAPE_Area,TARGET_FID,NAME_0,NAME_1,OID_,NAME_4,Centroid_Y,GID_0,Centroid_X
,56,1,Village,71,Ciamis,Banjarsari,0.0625,8043,Indonesia,Jawa Barat,8043,Cikupa,-7.624999999999943,IDN,108.37500000000004
,57,1,Village,76,Ciamis,Banjarsari,0.0625,8044,Indonesia,Jawa Barat,8044,Banjaranyar,-7.624999999999943,IDN,108.62500000000004
,58,1,Village,66,Ciamis,Kalipucang,0.0625,8045,Indonesia,Jawa Barat,8045,Bagolo,-7.624999999999943,IDN,108.87500000000004
,59,1,Village,150,Banyumas,Banyumas,0.0625,8046,Indonesia,Jawa Tengah,8046,Binangun,-7.624999999999943,IDN,109.12500000000004
,60,1,Village,204,Banjarnegara,Mandiraja,0.0625,8047,Indonesia,Jawa Tengah,8047,Glempang,-7.624999999999943,IDN,109.37500000000004
1.998275566787719E-5,61,1,Village,314,Banjarnegara,Mandiraja,0.0625,8048,Indonesia,Jawa Tengah,8048,Jalatunda,-7.624999999999943,IDN,109.62500000000004
-7.477676121315125E-7,62,1,Village,318,Kebumen,Alian,0.0625,8049,Indonesia,Jawa Tengah,8049,Kaliputih,-7.624999999999943,IDN,109.87500000000004
,63,1,Urban Community,258,Kota Magelang,Magelang Selatan,0.0625,8050,Indonesia,Jawa Tengah,8050,Jurangombo Selatan,-7.624999999999943,IDN,110.12500000000004
,64,1,Village,210,Boyolali,Cepogo,0.0625,8051,Indonesia,Jawa Tengah,8051,Gedangan,-7.624999999999943,IDN,110.37500000000004
,65,1,Village,447,Boyolali,Banyudono,0.0625,8052,Indonesia,Jawa Tengah,8052,Bangak,-7.624999999999943,IDN,110.62500000000004
,66,1,Village,320,Boyolali,Ngemplak,0.0625,8053,Indonesia,Jawa Tengah,8053,Dibal,-7.624999999999943,IDN,110.87500000000004
,67,1,Village,181,Karanganyar,Jatipuro,0.0625,8054,Indonesia,Jawa Tengah,8054,Jatiharjo,-7.624999999999943,IDN,111.12500000000004
,68,1,Village,298,Wonogiri,Puhpelem,0.0625,8055,Indonesia,Jawa Tengah,8055,Sukorejo,-7.624999999999943,IDN,111.37500000000004
2.139895890672061E-5,69,1,Urban Community,231,Kota Madiun,Kartoharjo,0.0625,8056,Indonesia,Jawa Timur,8056,Kanigoro,-7.624999999999943,IDN,111.62500000000004
1.5723202301189044E-5,70,1.000000000000114,Village,217,Kediri,Banyakan,0.062500000000014,8057,Indonesia,Jawa Timur,8057,Sendang,-7.624999999999943,IDN,111.87500000000009
2.1404328197167103E-5,71,1,Village,308,Jombang,Bandar Kedung Mulyo,0.0625,8058,Indonesia,Jawa Timur,8058,Bandar Kedung Mulyo,-7.624999999999943,IDN,112.12500000000011
,72,1,Village,252,Jombang,Bareng,0.0625,8059,Indonesia,Jawa Timur,8059,Banjaragung,-7.624999999999943,IDN,112.37500000000011
3.644067066136711E-5,73,1,Urban Community,276,Batu,Bumiaji,0.0625,8060,Indonesia,Jawa Timur,8060,Sumber Brantas,-7.624999999999943,IDN,112.62500000000011
2.9954293424590985E-5,74,1,Urban Community,252,Kota Pasuruan,Bugulkidul,0.0625,8061,Indonesia,Jawa Timur,8061,Bakalan,-7.624999999999943,IDN,112.87500000000011
2.622306749041698E-5,75,1,Urban Community,55,Kota Probolinggo,Kademangan,0.0625,8062,Indonesia,Jawa Timur,8062,Ketapang,-7.624999999999943,IDN,113.12500000000011
3.4154166589636656E-5,76,1,Village,23,Probolinggo,Besuk,0.0625,8063,Indonesia,Jawa Timur,8063,Sumberan,-7.624999999999943,IDN,113.37500000000011
8.247051200441666E-5,77,1,Village,38,Probolinggo,Kotaanyar,0.0625,8064,Indonesia,Jawa Timur,8064,Curah Temu,-7.624999999999943,IDN,113.62500000000011
,78,1,Village,12,Sukabumi,Ciemas,0.0625,8203,Indonesia,Jawa Barat,8203,Cibenda,-7.374999999999943,IDN,106.37500000000004
,79,1,Village,53,Sukabumi,Cibitung,0.0625,8204,Indonesia,Jawa Barat,8204,Banyumurni,-7.374999999999943,IDN,106.62500000000004
,80,1,Village,44,Cianjur,Agrabinta,0.0625,8205,Indonesia,Jawa Barat,8205,Bojongkaso,-7.374999999999943,IDN,106.87500000000004
,81,1,Village,69,Cianjur,Cibinong,0.0625,8206,Indonesia,Jawa Barat,8206,Batulawang,-7.374999999999943,IDN,107.12500000000004
,82,1,Village,46,Bandung,Pangalengan,0.0625,8207,Indonesia,Jawa Barat,8207,Sukaluyu,-7.374999999999943,IDN,107.37500000000004
,83,1,Village,66,Bandung,Kertasari,0.0625,8208,Indonesia,Jawa Barat,8208,Neglawangi,-7.374999999999943,IDN,107.62500000000004
,84,1,Village,138,Garut,Banjarwangi,0.0625,8209,Indonesia,Jawa Barat,8209,Banjarwangi,-7.374999999999943,IDN,107.87500000000004
,85,1,Village,215,Ciamis,Cihaurbeuti,0.0625,8210,Indonesia,Jawa Barat,8210,Cijulang,-7.374999999999943,IDN,108.12500000000004
,86,1,Urban Community,162,Banjar,Banjar,0.0625,8211,Indonesia,Jawa Barat,8211,Balokang,-7.374999999999943,IDN,108.37500000000004
,87,1,Urban Community,129,Banjar,Banjar,0.0625,8212,Indonesia,Jawa Barat,8212,Balokang,-7.374999999999943,IDN,108.62500000000004
,88,1,Village,111,Banyumas,Gumelar,0.0625,8213,Indonesia,Jawa Tengah,8213,Cihonje,-7.374999999999943,IDN,108.87500000000004
,89,1,Village,194,Banyumas,Ajibarang,0.0625,8214,Indonesia,Jawa Tengah,8214,Ajibarang Kulon,-7.374999999999943,IDN,109.12500000000004
,90,1,Village,329,Banjarnegara,Mandiraja,0.0625,8215,Indonesia,Jawa Tengah,8215,Blimbing,-7.374999999999943,IDN,109.37500000000004
,91,1,Village,202,Banjarnegara,Banjarmangu,0.0625,8216,Indonesia,Jawa Tengah,8216,Banjarkulon,-7.374999999999943,IDN,109.62500000000004
,92,1,Village,275,Banjarnegara,Banjarnegara,0.0625,8217,Indonesia,Jawa Tengah,8217,Cendana,-7.374999999999943,IDN,109.87500000000004
,93,1,Urban Community,337,Kota Magelang,Magelang Selatan,0.0625,8218,Indonesia,Jawa Tengah,8218,Jurangombo Selatan,-7.374999999999943,IDN,110.12500000000004
,94,1,Village,241,Boyolali,Ampel,0.0625,8219,Indonesia,Jawa Tengah,8219,Candisari,-7.374999999999943,IDN,110.37500000000004
,95,1,Village,243,Boyolali,Ampel,0.0625,8220,Indonesia,Jawa Tengah,8220,Banyuanyar,-7.374999999999943,IDN,110.62500000000004
,96,1,Village,198,Boyolali,Andong,0.0625,8221,Indonesia,Jawa Tengah,8221,Andong,-7.374999999999943,IDN,110.87500000000004
,97,1,Village,132,Blora,Jati,0.0625,8222,Indonesia,Jawa Tengah,8222,Bangkleyan,-7.374999999999943,IDN,111.12500000000004
,98,1,Village,112,Blora,Jati,0.0625,8223,Indonesia,Jawa Tengah,8223,Bangkleyan,-7.374999999999943,IDN,111.37500000000004
1.657962536012579E-5,99,1,Village,131,Bojonegoro,Margomulyo,0.0625,8224,Indonesia,Jawa Timur,8224,Geneng,-7.374999999999943,IDN,111.62500000000004
1.4718311616456946E-5,100,1.000000000000114,Village,102,Bojonegoro,Bubulan,0.062500000000014,8225,Indonesia,Jawa Timur,8225,Bubulan,-7.374999999999943,IDN,111.87500000000009
,101,1,Village,163,Bojonegoro,Kedungadem,0.0625,8226,Indonesia,Jawa Timur,8226,Babad,-7.374999999999943,IDN,112.12500000000011
2.796532081804242E-5,102,1,Village,282,Gresik,Balongpanggang,0.0625,8227,Indonesia,Jawa Timur,8227,Babatan,-7.374999999999943,IDN,112.37500000000011
3.2286646003703055E-5,103,1,Village,463,Gresik,Benjeng,0.0625,8228,Indonesia,Jawa Timur,8228,Bengkelolor,-7.374999999999943,IDN,112.62500000000011
2.8528998264651913E-5,104,1,Village,93,Sidoarjo,Buduran,0.0625,8229,Indonesia,Jawa Timur,8229,Damarsi,-7.374999999999943,IDN,112.87500000000011
2.271982732891551E-5,105,1,Village,1,Sampang,Sampang,0.0625,8230,Indonesia,Jawa Timur,8230,Pulau Mandangin,-7.374999999999943,IDN,113.12500000000011
2.7249266590952984E-5,106,1,Village,3,Pamekasan,Pademawu,0.0625,8232,Indonesia,Jawa Timur,8232,Padelegan,-7.374999999999943,IDN,113.62500000000011
,107,1,Village,1,Pandeglang,Cikeusik,0.0625,8368,Indonesia,Banten,8368,Cikiruhwetan,-7.124999999999943,IDN,105.62500000000004
,108,1,Village,9,Sukabumi,Ciemas,0.0625,8371,Indonesia,Jawa Barat,8371,Cibenda,-7.124999999999943,IDN,106.37500000000004
,109,1,Village,56,Sukabumi,Bantargadung,0.0625,8372,Indonesia,Jawa Barat,8372,Bantargadung,-7.124999999999943,IDN,106.62500000000004
,110,1,Village,77,Cianjur,Kadupandak,0.0625,8373,Indonesia,Jawa Barat,8373,Sukakerta,-7.124999999999943,IDN,106.87500000000004
,111,1,Village,79,Bandung Barat,Gununghalu,0.0625,8374,Indonesia,Jawa Barat,8374,Bunijaya,-7.124999999999943,IDN,107.12500000000004
,112,1,Village,65,Bandung Barat,Cililin,0.0625,8375,Indonesia,Jawa Barat,8375,Karyamukti,-7.124999999999943,IDN,107.37500000000004
,113,1,Village,151,Bandung,Arjasari,0.0625,8376,Indonesia,Jawa Barat,8376,Ancolmekar,-7.124999999999943,IDN,107.62500000000004
,114,1,Village,261,Bandung,Cicalengka,0.0625,8377,Indonesia,Jawa Barat,8377,Margaasih,-7.124999999999943,IDN,107.87500000000004
,115,1,Village,192,Ciamis,Cihaurbeuti,0.0625,8378,Indonesia,Jawa Barat,8378,Cihaurbeuti,-7.124999999999943,IDN,108.12500000000004
,116,1,Village,197,Ciamis,Cihaurbeuti,0.0625,8379,Indonesia,Jawa Barat,8379,Hutan,-7.124999999999943,IDN,108.37500000000004
,117,1,Village,169,Ciamis,Rancah,0.0625,8380,Indonesia,Jawa Barat,8380,Bojonggedang,-7.124999999999943,IDN,108.62500000000004
,118,1,Village,100,Kuningan,Cibingbin,0.0625,8381,Indonesia,Jawa Barat,8381,Bantarpanjang,-7.124999999999943,IDN,108.87500000000004
,119,1,Village,183,Banyumas,Baturraden,0.0625,8382,Indonesia,Jawa Tengah,8382,Kemutug Lor,-7.124999999999943,IDN,109.12500000000004
,120,1,Village,129,Pekalongan,Kandangserang,0.0625,8383,Indonesia,Jawa Tengah,8383,Bojongkoneng,-7.124999999999943,IDN,109.37500000000004
2.420981723246942E-5,121,1,Village,181,Banjarnegara,Kalibening,0.0625,8384,Indonesia,Jawa Tengah,8384,Bedana,-7.124999999999943,IDN,109.62500000000004
2.7189352475191375E-5,122,1,Village,214,Banjarnegara,Batur,0.0625,8385,Indonesia,Jawa Tengah,8385,Bakal,-7.124999999999943,IDN,109.87500000000004
,123,1,Village,194,Batang,Gringsing,0.0625,8386,Indonesia,Jawa Tengah,8386,Madugowongjati,-7.124999999999943,IDN,110.12500000000004
,124,1,Village,232,Demak,Mranggen,0.0625,8387,Indonesia,Jawa Tengah,8387,Bandungrejo,-7.124999999999943,IDN,110.37500000000004
,125,1,Village,173,Boyolali,Juwangi,0.0625,8388,Indonesia,Jawa Tengah,8388,Cerme,-7.124999999999943,IDN,110.62500000000004
,126,1,Village,152,Boyolali,Juwangi,0.0625,8389,Indonesia,Jawa Tengah,8389,Cerme,-7.124999999999943,IDN,110.87500000000004
,127,1,Village,103,Blora,Jati,0.0625,8390,Indonesia,Jawa Tengah,8390,Bangkleyan,-7.124999999999943,IDN,111.12500000000004
,128,1,Village,118,Blora,Banjarejo,0.0625,8391,Indonesia,Jawa Tengah,8391,Bacem,-7.124999999999943,IDN,111.37500000000004
,129,1,Village,169,Blora,Cepu,0.0625,8392,Indonesia,Jawa Tengah,8392,Balun,-7.124999999999943,IDN,111.62500000000004
,130,1.000000000000114,Village,220,Bojonegoro,Balen,0.062500000000014,8393,Indonesia,Jawa Timur,8393,Balenrejo,-7.124999999999943,IDN,111.87500000000009
,131,1,Village,246,Bojonegoro,Balen,0.0625,8394,Indonesia,Jawa Timur,8394,Penganten,-7.124999999999943,IDN,112.12500000000011
3.254200259269322E-5,132,1,Village,298,Gresik,Balongpanggang,0.0625,8395,Indonesia,Jawa Timur,8395,Babatan,-7.124999999999943,IDN,112.37500000000011
4.9136362933420525E-5,133,1,Village,258,Bangkalan,Bangkalan,0.0625,8396,Indonesia,Jawa Timur,8396,Demangan,-7.124999999999943,IDN,112.62500000000011
1.6501375791787736E-5,134,1,Village,171,Bangkalan,Arosbaya,0.0625,8397,Indonesia,Jawa Timur,8397,Batonaong,-7.124999999999943,IDN,112.87500000000011
1.859160857317798E-5,135,1,Village,130,Bangkalan,Blega,0.0625,8398,Indonesia,Jawa Timur,8398,Alasraja,-7.124999999999943,IDN,113.12500000000011
1.5475951309527375E-5,136,1,Village,175,Pamekasan,Batu Marmar,0.0625,8399,Indonesia,Jawa Timur,8399,Bujur Tengah,-7.124999999999943,IDN,113.37500000000011
1.784971115210543E-5,137,1,Village,136,Pamekasan,Batu Marmar,0.0625,8400,Indonesia,Jawa Timur,8400,Bujur Tengah,-7.124999999999943,IDN,113.62500000000011
,138,1,Village,1,Pandeglang,Sumur,0.0625,8534,Indonesia,Banten,8534,Ujungjaya,-6.874999999999943,IDN,105.12500000000004
,139,1,Village,1,Pandeglang,Sumur,0.0625,8535,Indonesia,Banten,8535,Ujungjaya,-6.874999999999943,IDN,105.37500000000004
,140,1,Village,24,Pandeglang,Cibaliung,0.0625,8536,Indonesia,Banten,8536,Sorongan,-6.874999999999943,IDN,105.62500000000004
,141,1,Village,29,Lebak,Malingping,0.0625,8537,Indonesia,Banten,8537,Bolang,-6.874999999999943,IDN,105.87500000000004
,142,1,Village,46,Lebak,Bayah,0.0625,8538,Indonesia,Banten,8538,Bayah Barat,-6.874999999999943,IDN,106.12500000000004
,143,1,Village,61,Lebak,Bayah,0.0625,8539,Indonesia,Banten,8539,Bayah Barat,-6.874999999999943,IDN,106.37500000000004
,144,1,Village,86,Lebak,Cibeber,0.0625,8540,Indonesia,Banten,8540,Sinargalih,-6.874999999999943,IDN,106.62500000000004
,145,1,Village,205,Bogor,Caringin,0.0625,8541,Indonesia,Jawa Barat,8541,Cimande,-6.874999999999943,IDN,106.87500000000004
,146,1,Village,160,Bandung Barat,Rongga,0.0625,8542,Indonesia,Jawa Barat,8542,Bojong,-6.874999999999943,IDN,107.12500000000004
,147,1,Village,140,Bandung Barat,Batujajar,0.0625,8543,Indonesia,Jawa Barat,8543,Batujajar Barat,-6.874999999999943,IDN,107.37500000000004
,148,1,Village,308,Bandung Barat,Batujajar,0.0625,8544,Indonesia,Jawa Barat,8544,Batujajar Barat,-6.874999999999943,IDN,107.62500000000004
,149,1,Village,208,Bandung,Cicalengka,0.0625,8545,Indonesia,Jawa Barat,8545,Babakanpeuteuy,-6.874999999999943,IDN,107.87500000000004
,150,1,Village,184,Garut,Malangbong,0.0625,8546,Indonesia,Jawa Barat,8546,Cilampuyang,-6.874999999999943,IDN,108.12500000000004
,151,1,Village,310,Cirebon,Depok,0.0625,8547,Indonesia,Jawa Barat,8547,Cikeduk,-6.874999999999943,IDN,108.37500000000004
,152,1,Village,334,Cirebon,Astanajapura,0.0625,8548,Indonesia,Jawa Barat,8548,Astanajapura,-6.874999999999943,IDN,108.62500000000004
,153,1,Village,172,Cirebon,Babakan,0.0625,8549,Indonesia,Jawa Barat,8549,Sumber Lor,-6.874999999999943,IDN,108.87500000000004
,154,1,Village,261,Brebes,Brebes,0.0625,8550,Indonesia,Jawa Tengah,8550,Banjaranyar,-6.874999999999943,IDN,109.12500000000004
3.1436344372819095E-5,155,1,Village,114,Pekalongan,Kesesi,0.0625,8551,Indonesia,Jawa Tengah,8551,Sidomulyo,-6.874999999999943,IDN,109.37500000000004
2.535997890164508E-5,156,1,Village,320,Batang,Batang,0.0625,8552,Indonesia,Jawa Tengah,8552,Cepokokuning,-6.874999999999943,IDN,109.62500000000004
2.3947860032359883E-5,157,1,Village,95,Batang,Bandar,0.0625,8553,Indonesia,Jawa Tengah,8553,Batiombo,-6.874999999999943,IDN,109.87500000000004
,158,1,Village,188,Batang,Gringsing,0.0625,8554,Indonesia,Jawa Tengah,8554,Gringsing,-6.874999999999943,IDN,110.12500000000004
,159,1,Village,127,Demak,Mranggen,0.0625,8555,Indonesia,Jawa Tengah,8555,Jamus,-6.874999999999943,IDN,110.37500000000004
,160,1,Village,219,Demak,Bonang,0.0625,8556,Indonesia,Jawa Tengah,8556,Betahwalang,-6.874999999999943,IDN,110.62500000000004
,161,1,Village,225,Demak,Dempet,0.0625,8557,Indonesia,Jawa Tengah,8557,Balerejo,-6.874999999999943,IDN,110.87500000000004
,162,1,Village,214,Blora,Japah,0.0625,8558,Indonesia,Jawa Tengah,8558,Dologan,-6.874999999999943,IDN,111.12500000000004
,163,1,Village,215,Blora,Banjarejo,0.0625,8559,Indonesia,Jawa Tengah,8559,Buluroto,-6.874999999999943,IDN,111.37500000000004
3.480456883023971E-5,164,1,Village,140,Blora,Bogorejo,0.0625,8560,Indonesia,Jawa Tengah,8560,Bogorejo,-6.874999999999943,IDN,111.62500000000004
4.0741998813358765E-5,165,1.000000000000114,Village,114,Tuban,Bancar,0.062500000000014,8561,Indonesia,Jawa Timur,8561,Bancar,-6.874999999999943,IDN,111.87500000000009
4.107030356633998E-5,166,1,Village,87,Lamongan,Brondong,0.0625,8562,Indonesia,Jawa Timur,8562,Brengkok,-6.874999999999943,IDN,112.12500000000011
3.416114967791901E-5,167,1,Village,114,Gresik,Dukun,0.0625,8563,Indonesia,Jawa Timur,8563,Babakbawo,-6.874999999999943,IDN,112.37500000000011
2.311751192132459E-5,168,1,Village,43,Gresik,Bungah,0.0625,8564,Indonesia,Jawa Timur,8564,Bedanten,-6.874999999999943,IDN,112.62500000000011
2.2622639835426095E-5,169,1,Village,78,Bangkalan,Arosbaya,0.0625,8565,Indonesia,Jawa Timur,8565,Arosbaya,-6.874999999999943,IDN,112.87500000000011
1.7486332560401944E-5,170,1,Village,61,Bangkalan,Geger,0.0625,8566,Indonesia,Jawa Timur,8566,Katol Barat,-6.874999999999943,IDN,113.12500000000011
1.602608211540129E-5,171,1,Village,44,Pamekasan,Batu Marmar,0.0625,8567,Indonesia,Jawa Timur,8567,Bangsereh,-6.874999999999943,IDN,113.37500000000011
1.7335404735912627E-5,172,1,Village,58,Pamekasan,Batu Marmar,0.0625,8568,Indonesia,Jawa Timur,8568,Batubintang,-6.874999999999943,IDN,113.62500000000011
