pearson,p,lon,lat,Country,pattern
-0.130365202,0.435,109.125,14.625,Vietnam,oscillating hot spot
0.160903804,0.349,109.375,13.125,Vietnam,oscillating hot spot
-0.100143081,0.55,109.375,13.375,Vietnam,oscillating hot spot
0.270993167,0.095,109.375,13.875,Vietnam,oscillating hot spot
0.230986893,0.157,113.375,-8.375,Indonesia,oscillating hot spot
0.31607448,0.057,113.625,-8.125,Indonesia,oscillating hot spot
0.260436352,0.125,113.875,-8.125,Indonesia,oscillating hot spot
-0.203101088,0.215,114.375,-7.875,Indonesia,oscillating hot spot
-0.564340471,0,120.125,13.875,Philippines,oscillating hot spot
-0.207278383,0.205,120.125,16.375,Philippines,oscillating hot spot
-0.155203669,0.352,120.375,13.875,Philippines,oscillating hot spot
0.430138122,0.006,120.375,16.375,Philippines,oscillating hot spot
0.081479745,0.622,120.375,16.625,Philippines,oscillating hot spot
0.135963378,0.416,120.375,16.875,Philippines,oscillating hot spot
0.022363301,0.894,120.375,17.125,Philippines,oscillating hot spot
0.086967668,0.609,120.375,17.375,Philippines,oscillating hot spot
0.318102477,0.055,120.375,17.875,Philippines,oscillating hot spot
-0.363798367,0.025,120.625,13.875,Philippines,oscillating hot spot
0.104589361,0.532,120.625,16.125,Philippines,oscillating hot spot
0.097936748,0.576,120.625,16.375,Philippines,oscillating hot spot
-0.141233376,0.411,120.625,16.625,Philippines,oscillating hot spot
0.08097922,0.634,120.625,16.875,Philippines,oscillating hot spot
-0.205217068,0.216,120.875,13.625,Philippines,oscillating hot spot
-0.26002303,0.115,120.875,13.875,Philippines,oscillating hot spot
0.21923597,0.18,120.875,16.125,Philippines,oscillating hot spot
0.341282738,0.036,120.875,16.375,Philippines,oscillating hot spot
0.031165277,0.857,92.125,21.125,Myanmar,oscillating hot spot
-0.419679167,0.011,92.375,20.875,Myanmar,oscillating hot spot
-0.339152306,0.046,92.375,21.125,Myanmar,oscillating hot spot
-0.18122553,0.283,92.625,20.375,Myanmar,oscillating hot spot
-0.369813427,0.026,92.625,20.625,Myanmar,oscillating hot spot
-0.192983611,0.259,92.625,20.875,Myanmar,oscillating hot spot
-0.005221604,0.976,93.875,18.875,Myanmar,oscillating hot spot
-0.020450515,0.904,94.125,18.875,Myanmar,oscillating hot spot
0.165137351,0.336,94.125,19.125,Myanmar,oscillating hot spot
0.138664992,0.413,94.125,19.375,Myanmar,oscillating hot spot
0.080978196,0.644,94.125,19.625,Myanmar,oscillating hot spot
0.460984991,0.005,94.125,19.875,Myanmar,oscillating hot spot
0.35265034,0.03,94.125,22.125,Myanmar,oscillating hot spot
-0.251760149,0.127,94.375,15.875,Myanmar,oscillating hot spot
-0.37563562,0.02,94.375,16.125,Myanmar,oscillating hot spot
-0.192294332,0.261,94.375,16.375,Myanmar,oscillating hot spot
-0.134043759,0.429,94.375,16.625,Myanmar,oscillating hot spot
0.139182422,0.418,94.375,16.875,Myanmar,oscillating hot spot
-0.172529452,0.307,94.375,18.375,Myanmar,oscillating hot spot
-0.139703196,0.41,94.375,18.625,Myanmar,oscillating hot spot
-0.014361488,0.933,94.375,18.875,Myanmar,oscillating hot spot
0.181398203,0.312,94.375,19.125,Myanmar,oscillating hot spot
0.31540392,0.065,94.375,19.875,Myanmar,oscillating hot spot
0.132951033,0.426,94.375,20.125,Myanmar,oscillating hot spot
-0.115791783,0.483,94.375,20.375,Myanmar,oscillating hot spot
0.197726028,0.228,94.375,20.625,Myanmar,oscillating hot spot
-0.009715298,0.953,94.375,20.875,Myanmar,oscillating hot spot
0.35270559,0.028,94.375,21.125,Myanmar,oscillating hot spot
0.280300002,0.084,94.375,21.625,Myanmar,oscillating hot spot
0.335938522,0.037,94.375,21.875,Myanmar,oscillating hot spot
0.483917971,0.002,94.375,22.125,Myanmar,oscillating hot spot
0.501771628,0.001,94.375,22.625,Myanmar,oscillating hot spot
-0.445879123,0.006,94.625,15.875,Myanmar,oscillating hot spot
-0.255421971,0.117,94.625,16.125,Myanmar,oscillating hot spot
-0.042468518,0.806,94.625,16.375,Myanmar,oscillating hot spot
-0.307710212,0.068,94.625,16.625,Myanmar,oscillating hot spot
-0.125758153,0.465,94.625,16.875,Myanmar,oscillating hot spot
-0.189952697,0.253,94.625,17.125,Myanmar,oscillating hot spot
0.071888855,0.668,94.625,17.375,Myanmar,oscillating hot spot
-0.154643396,0.368,94.625,17.625,Myanmar,oscillating hot spot
-0.27371445,0.123,94.625,17.875,Myanmar,oscillating hot spot
-0.299760667,0.085,94.625,18.125,Myanmar,oscillating hot spot
0.405095667,0.021,94.625,18.625,Myanmar,oscillating hot spot
0.147845605,0.404,94.625,18.875,Myanmar,oscillating hot spot
-0.016193559,0.922,94.625,19.375,Myanmar,oscillating hot spot
-0.009244235,0.956,94.625,19.625,Myanmar,oscillating hot spot
-0.09978437,0.557,94.625,19.875,Myanmar,oscillating hot spot
-0.226145853,0.172,94.625,20.125,Myanmar,oscillating hot spot
0.125935234,0.445,94.625,20.375,Myanmar,oscillating hot spot
0.304649196,0.059,94.625,20.625,Myanmar,oscillating hot spot
0.275457008,0.09,94.625,20.875,Myanmar,oscillating hot spot
0.222740537,0.173,94.625,21.125,Myanmar,oscillating hot spot
0.34736068,0.03,94.625,21.375,Myanmar,oscillating hot spot
0.376618339,0.018,94.625,21.625,Myanmar,oscillating hot spot
0.458261259,0.003,94.625,21.875,Myanmar,oscillating hot spot
0.424985446,0.007,94.625,22.125,Myanmar,oscillating hot spot
0.429669593,0.006,94.625,22.375,Myanmar,oscillating hot spot
0.472045852,0.002,94.625,22.625,Myanmar,oscillating hot spot
-0.095866555,0.567,94.875,15.625,Myanmar,oscillating hot spot
-0.11559662,0.49,94.875,15.875,Myanmar,oscillating hot spot
-0.460544637,0.004,94.875,16.125,Myanmar,oscillating hot spot
-0.430402324,0.009,94.875,16.375,Myanmar,oscillating hot spot
-0.329271977,0.047,94.875,16.625,Myanmar,oscillating hot spot
-0.268042595,0.104,94.875,16.875,Myanmar,oscillating hot spot
-0.271732134,0.099,94.875,17.125,Myanmar,oscillating hot spot
-0.365064839,0.029,94.875,17.625,Myanmar,oscillating hot spot
-0.433018421,0.011,94.875,18.625,Myanmar,oscillating hot spot
-0.558691693,0,94.875,18.875,Myanmar,oscillating hot spot
-0.365021242,0.026,94.875,19.125,Myanmar,oscillating hot spot
-0.149470379,0.364,94.875,19.375,Myanmar,oscillating hot spot
-0.156898681,0.347,94.875,19.625,Myanmar,oscillating hot spot
0.059704308,0.718,94.875,19.875,Myanmar,oscillating hot spot
0.116865114,0.479,94.875,20.125,Myanmar,oscillating hot spot
0.244183384,0.134,94.875,20.875,Myanmar,oscillating hot spot
0.243830083,0.14,94.875,21.125,Myanmar,oscillating hot spot
0.369325595,0.021,94.875,21.375,Myanmar,oscillating hot spot
0.402788101,0.011,94.875,21.625,Myanmar,oscillating hot spot
0.484335534,0.002,94.875,21.875,Myanmar,oscillating hot spot
0.450407625,0.004,94.875,22.125,Myanmar,oscillating hot spot
0.488415338,0.002,94.875,22.375,Myanmar,oscillating hot spot
0.457361985,0.003,94.875,22.625,Myanmar,oscillating hot spot
0.26237045,0.107,94.875,22.875,Myanmar,oscillating hot spot
0.534640573,0,94.875,23.125,Myanmar,oscillating hot spot
-0.444597514,0.005,95.125,15.875,Myanmar,oscillating hot spot
-0.539002772,0.001,95.125,16.125,Myanmar,oscillating hot spot
-0.388641987,0.019,95.125,16.375,Myanmar,oscillating hot spot
-0.379654401,0.019,95.125,16.625,Myanmar,oscillating hot spot
-0.41924057,0.009,95.125,16.875,Myanmar,oscillating hot spot
-0.417528419,0.01,95.125,17.875,Myanmar,oscillating hot spot
-0.562085765,0,95.125,18.125,Myanmar,oscillating hot spot
-0.458848013,0.004,95.125,18.375,Myanmar,oscillating hot spot
-0.583117484,0,95.125,18.625,Myanmar,oscillating hot spot
-0.273158432,0.097,95.125,18.875,Myanmar,oscillating hot spot
-0.361825445,0.026,95.125,19.125,Myanmar,oscillating hot spot
-0.371241876,0.024,95.125,19.375,Myanmar,oscillating hot spot
-0.278891442,0.09,95.125,19.625,Myanmar,oscillating hot spot
-0.185157448,0.266,95.125,19.875,Myanmar,oscillating hot spot
0.530263553,0.001,95.125,21.875,Myanmar,oscillating hot spot
0.4315843,0.006,95.125,22.125,Myanmar,oscillating hot spot
0.525259288,0.001,95.125,22.375,Myanmar,oscillating hot spot
0.456834072,0.004,95.125,22.625,Myanmar,oscillating hot spot
0.46387596,0.003,95.125,22.875,Myanmar,oscillating hot spot
0.450179037,0.005,95.125,23.125,Myanmar,oscillating hot spot
0.450205523,0.005,95.125,23.375,Myanmar,oscillating hot spot
-0.536908356,0.001,95.375,15.875,Myanmar,oscillating hot spot
-0.57116151,0,95.375,16.125,Myanmar,oscillating hot spot
-0.426121045,0.008,95.375,16.375,Myanmar,oscillating hot spot
-0.478217592,0.002,95.375,16.625,Myanmar,oscillating hot spot
-0.339668756,0.037,95.375,18.125,Myanmar,oscillating hot spot
-0.361596445,0.024,95.375,18.375,Myanmar,oscillating hot spot
-0.315561512,0.05,95.375,18.625,Myanmar,oscillating hot spot
-0.454072473,0.004,95.375,18.875,Myanmar,oscillating hot spot
-0.492429087,0.002,95.375,19.125,Myanmar,oscillating hot spot
-0.34125817,0.039,95.375,19.375,Myanmar,oscillating hot spot
-0.349592161,0.029,95.375,19.625,Myanmar,oscillating hot spot
0.252491727,0.121,95.375,22.375,Myanmar,oscillating hot spot
0.00916992,0.956,95.375,22.625,Myanmar,oscillating hot spot
0.275789742,0.094,95.375,22.875,Myanmar,oscillating hot spot
0.491128655,0.001,95.375,23.125,Myanmar,oscillating hot spot
0.553719779,0,95.375,23.375,Myanmar,oscillating hot spot
0.540030347,0,95.375,23.625,Myanmar,oscillating hot spot
-0.490148029,0.002,95.625,15.875,Myanmar,oscillating hot spot
-0.641328675,0,95.625,16.125,Myanmar,oscillating hot spot
-0.540916803,0.001,95.625,16.375,Myanmar,oscillating hot spot
-0.16500293,0.322,95.625,16.625,Myanmar,oscillating hot spot
-0.361042448,0.024,95.625,19.125,Myanmar,oscillating hot spot
-0.221046722,0.176,95.625,19.375,Myanmar,oscillating hot spot
-0.069119984,0.676,95.625,19.625,Myanmar,oscillating hot spot
-0.034298382,0.836,95.625,22.625,Myanmar,oscillating hot spot
0.287175188,0.076,95.625,22.875,Myanmar,oscillating hot spot
0.460926139,0.004,95.625,23.125,Myanmar,oscillating hot spot
0.270001168,0.096,95.625,23.375,Myanmar,oscillating hot spot
0.463894934,0.003,95.625,23.625,Myanmar,oscillating hot spot
0.360015821,0.024,95.625,23.875,Myanmar,oscillating hot spot
-0.517236553,0.001,95.875,16.125,Myanmar,oscillating hot spot
-0.640943765,0,95.875,16.375,Myanmar,oscillating hot spot
-0.525981364,0.001,95.875,16.625,Myanmar,oscillating hot spot
-0.1384215,0.407,95.875,19.125,Myanmar,oscillating hot spot
0.068555873,0.678,95.875,19.375,Myanmar,oscillating hot spot
-0.172277542,0.294,95.875,19.625,Myanmar,oscillating hot spot
0.288700542,0.075,95.875,22.625,Myanmar,oscillating hot spot
0.319036416,0.048,95.875,22.875,Myanmar,oscillating hot spot
0.377765263,0.018,95.875,23.125,Myanmar,oscillating hot spot
0.137694692,0.41,95.875,23.375,Myanmar,oscillating hot spot
0.606223601,0,95.875,23.625,Myanmar,oscillating hot spot
0.592476215,0,95.875,23.875,Myanmar,oscillating hot spot
-0.791713163,0,96.125,16.375,Myanmar,oscillating hot spot
-0.163969939,0.319,96.125,17.625,Myanmar,oscillating hot spot
0.033211599,0.843,96.125,17.875,Myanmar,oscillating hot spot
-0.202634907,0.216,96.125,18.875,Myanmar,oscillating hot spot
0.027591397,0.869,96.125,19.125,Myanmar,oscillating hot spot
0.078365515,0.645,96.125,19.375,Myanmar,oscillating hot spot
-0.103626261,0.53,96.125,19.625,Myanmar,oscillating hot spot
-0.112865095,0.494,96.125,19.875,Myanmar,oscillating hot spot
-0.247077353,0.129,96.125,20.125,Myanmar,oscillating hot spot
0.0991393,0.548,96.125,22.625,Myanmar,oscillating hot spot
0.10948918,0.507,96.125,22.875,Myanmar,oscillating hot spot
0.398292685,0.012,96.125,23.125,Myanmar,oscillating hot spot
0.435791024,0.006,96.125,23.375,Myanmar,oscillating hot spot
0.368221871,0.023,96.125,23.625,Myanmar,oscillating hot spot
0.481737482,0.002,96.125,23.875,Myanmar,oscillating hot spot
0.083829903,0.617,96.375,17.625,Myanmar,oscillating hot spot
0.390719804,0.015,96.375,17.875,Myanmar,oscillating hot spot
0.098559444,0.551,96.375,18.625,Myanmar,oscillating hot spot
0.250018857,0.125,96.375,18.875,Myanmar,oscillating hot spot
0.011374166,0.945,96.375,19.125,Myanmar,oscillating hot spot
-0.178385469,0.277,96.375,19.375,Myanmar,oscillating hot spot
-0.274665921,0.095,96.375,19.625,Myanmar,oscillating hot spot
0.064152088,0.698,96.375,19.875,Myanmar,oscillating hot spot
-0.151437827,0.357,96.375,20.125,Myanmar,oscillating hot spot
-0.078033181,0.637,96.375,20.375,Myanmar,oscillating hot spot
0.001850975,0.991,96.375,20.625,Myanmar,oscillating hot spot
-0.322188252,0.045,96.375,20.875,Myanmar,oscillating hot spot
0.109605815,0.507,96.375,22.625,Myanmar,oscillating hot spot
0.305636168,0.066,96.375,22.875,Myanmar,oscillating hot spot
0.546217295,0,96.375,23.125,Myanmar,oscillating hot spot
0.366766906,0.022,96.375,23.375,Myanmar,oscillating hot spot
0.227051068,0.17,96.375,23.625,Myanmar,oscillating hot spot
-0.13644681,0.408,96.625,17.375,Myanmar,oscillating hot spot
-0.046866478,0.777,96.625,17.625,Myanmar,oscillating hot spot
0.280487839,0.093,96.625,17.875,Myanmar,oscillating hot spot
0.107928204,0.513,96.625,18.125,Myanmar,oscillating hot spot
0.03738054,0.821,96.625,18.375,Myanmar,oscillating hot spot
0.006412447,0.969,96.625,18.625,Myanmar,oscillating hot spot
0.156045261,0.343,96.625,18.875,Myanmar,oscillating hot spot
-0.064713397,0.699,96.625,19.125,Myanmar,oscillating hot spot
0.085298091,0.616,96.625,19.375,Myanmar,oscillating hot spot
-0.180649575,0.285,96.625,19.625,Myanmar,oscillating hot spot
0.203715791,0.227,96.625,19.875,Myanmar,oscillating hot spot
0.068789244,0.686,96.625,20.125,Myanmar,oscillating hot spot
0.082999014,0.641,96.625,20.375,Myanmar,oscillating hot spot
-0.225903475,0.179,96.625,20.625,Myanmar,oscillating hot spot
-0.512002526,0.001,96.625,20.875,Myanmar,oscillating hot spot
-0.174116235,0.296,96.625,21.125,Myanmar,oscillating hot spot
-0.529909344,0.001,96.625,22.125,Myanmar,oscillating hot spot
-0.336317716,0.042,96.625,22.375,Myanmar,oscillating hot spot
0.164627774,0.345,96.625,22.625,Myanmar,oscillating hot spot
0.371123992,0.022,96.625,22.875,Myanmar,oscillating hot spot
0.500461569,0.001,96.625,23.125,Myanmar,oscillating hot spot
-0.17166265,0.296,96.875,17.625,Myanmar,oscillating hot spot
0.208502419,0.209,96.875,17.875,Myanmar,oscillating hot spot
0.225959812,0.167,96.875,18.125,Myanmar,oscillating hot spot
0.354712154,0.034,96.875,18.375,Myanmar,oscillating hot spot
0.029383337,0.861,96.875,18.875,Myanmar,oscillating hot spot
0.022009792,0.897,96.875,19.125,Myanmar,oscillating hot spot
0.214900995,0.215,96.875,19.375,Myanmar,oscillating hot spot
0.263574823,0.152,96.875,19.625,Myanmar,oscillating hot spot
-0.047864962,0.788,96.875,19.875,Myanmar,oscillating hot spot
-0.2763962,0.103,96.875,20.125,Myanmar,oscillating hot spot
-0.358741553,0.025,96.875,20.375,Myanmar,oscillating hot spot
-0.461074007,0.004,96.875,20.625,Myanmar,oscillating hot spot
-0.458120705,0.004,96.875,20.875,Myanmar,oscillating hot spot
-0.49283066,0.001,96.875,21.125,Myanmar,oscillating hot spot
-0.533950501,0,96.875,21.375,Myanmar,oscillating hot spot
-0.217997384,0.195,96.875,21.625,Myanmar,oscillating hot spot
-0.156586282,0.341,96.875,21.875,Myanmar,oscillating hot spot
-0.488728333,0.002,96.875,22.125,Myanmar,oscillating hot spot
-0.249599023,0.131,96.875,22.375,Myanmar,oscillating hot spot
0.080623822,0.64,96.875,22.625,Myanmar,oscillating hot spot
0.210679808,0.217,96.875,22.875,Myanmar,oscillating hot spot
-0.212895335,0.206,97.125,17.125,Myanmar,oscillating hot spot
-0.173394122,0.312,97.125,17.375,Myanmar,oscillating hot spot
-0.197298508,0.242,97.125,17.625,Myanmar,oscillating hot spot
-0.000867072,0.996,97.125,18.125,Myanmar,oscillating hot spot
0.547235381,0.001,97.125,18.375,Myanmar,oscillating hot spot
0.182385744,0.302,97.125,18.625,Myanmar,oscillating hot spot
-0.126996984,0.447,97.125,19.125,Myanmar,oscillating hot spot
-0.280794468,0.102,97.125,19.375,Myanmar,oscillating hot spot
-0.608057723,0,97.125,19.625,Myanmar,oscillating hot spot
-0.558466737,0,97.125,19.875,Myanmar,oscillating hot spot
-0.657487489,0,97.125,20.125,Myanmar,oscillating hot spot
-0.601819842,0,97.125,20.375,Myanmar,oscillating hot spot
-0.382485325,0.018,97.125,20.625,Myanmar,oscillating hot spot
-0.299325329,0.068,97.125,20.875,Myanmar,oscillating hot spot
-0.44221664,0.005,97.125,21.125,Myanmar,oscillating hot spot
-0.244186597,0.14,97.125,21.375,Myanmar,oscillating hot spot
-0.305142609,0.059,97.125,21.875,Myanmar,oscillating hot spot
-0.594329229,0,97.125,22.125,Myanmar,oscillating hot spot
-0.500600341,0.002,97.125,22.375,Myanmar,oscillating hot spot
-0.090793914,0.598,97.125,22.625,Myanmar,oscillating hot spot
0.317754625,0.059,97.125,22.875,Myanmar,oscillating hot spot
-0.351247978,0.028,97.375,16.625,Myanmar,oscillating hot spot
-0.106498612,0.536,97.375,16.875,Myanmar,oscillating hot spot
-0.049033532,0.773,97.375,17.125,Myanmar,oscillating hot spot
0.230453475,0.176,97.375,17.375,Myanmar,oscillating hot spot
-0.032692509,0.848,97.375,18.125,Myanmar,oscillating hot spot
-0.379253582,0.017,97.375,19.125,Myanmar,oscillating hot spot
-0.215502346,0.194,97.375,19.375,Myanmar,oscillating hot spot
-0.604053966,0,97.375,19.625,Myanmar,oscillating hot spot
-0.650439647,0,97.375,19.875,Myanmar,oscillating hot spot
-0.122307377,0.458,97.375,20.125,Myanmar,oscillating hot spot
-0.265659075,0.107,97.375,20.375,Myanmar,oscillating hot spot
-0.170946295,0.298,97.375,20.625,Myanmar,oscillating hot spot
-0.553635622,0,97.375,20.875,Myanmar,oscillating hot spot
-0.489783164,0.002,97.375,21.125,Myanmar,oscillating hot spot
-0.415580078,0.009,97.375,21.375,Myanmar,oscillating hot spot
0.01763157,0.918,97.375,21.625,Myanmar,oscillating hot spot
-0.467910526,0.003,97.375,21.875,Myanmar,oscillating hot spot
-0.366603118,0.026,97.375,22.125,Myanmar,oscillating hot spot
-0.433012416,0.007,97.375,22.375,Myanmar,oscillating hot spot
0.006172826,0.971,97.375,22.625,Myanmar,oscillating hot spot
0.374433376,0.022,97.375,22.875,Myanmar,oscillating hot spot
-0.397015463,0.014,97.625,15.875,Myanmar,oscillating hot spot
-0.292206016,0.075,97.625,16.125,Myanmar,oscillating hot spot
-0.552961305,0,97.625,16.375,Myanmar,oscillating hot spot
-0.556172438,0,97.625,16.625,Myanmar,oscillating hot spot
-0.474863223,0.003,97.625,16.875,Myanmar,oscillating hot spot
-0.176835612,0.295,97.625,17.125,Myanmar,oscillating hot spot
0.076973615,0.665,97.625,17.375,Myanmar,oscillating hot spot
-0.080632886,0.626,97.625,19.125,Myanmar,oscillating hot spot
-0.390089395,0.015,97.625,19.625,Myanmar,oscillating hot spot
-0.059521029,0.719,97.625,19.875,Myanmar,oscillating hot spot
0.054311128,0.746,97.625,20.125,Myanmar,oscillating hot spot
-0.461125756,0.003,97.625,20.375,Myanmar,oscillating hot spot
-0.740463447,0,97.625,20.625,Myanmar,oscillating hot spot
-0.364079393,0.025,97.625,20.875,Myanmar,oscillating hot spot
-0.169238749,0.31,97.625,21.125,Myanmar,oscillating hot spot
-0.305954839,0.058,97.625,21.375,Myanmar,oscillating hot spot
-0.22390622,0.183,97.625,21.625,Myanmar,oscillating hot spot
-0.097278291,0.567,97.625,21.875,Myanmar,oscillating hot spot
-0.233397627,0.164,97.625,22.125,Myanmar,oscillating hot spot
-0.534590628,0.001,97.625,22.375,Myanmar,oscillating hot spot
-0.421553753,0.008,97.625,22.625,Myanmar,oscillating hot spot
0.419931356,0.009,97.625,22.875,Myanmar,oscillating hot spot
-0.292512865,0.075,97.875,15.375,Myanmar,oscillating hot spot
-0.499390415,0.002,97.875,16.125,Myanmar,oscillating hot spot
-0.564763396,0,97.875,16.375,Myanmar,oscillating hot spot
-0.589443054,0,97.875,16.625,Myanmar,oscillating hot spot
-0.507886317,0.001,97.875,16.875,Myanmar,oscillating hot spot
-0.202281491,0.244,97.875,17.125,Myanmar,oscillating hot spot
0.05812259,0.733,97.875,19.125,Myanmar,oscillating hot spot
0.008105859,0.961,97.875,19.375,Myanmar,oscillating hot spot
-0.233604773,0.158,97.875,19.625,Myanmar,oscillating hot spot
0.027771597,0.867,97.875,19.875,Myanmar,oscillating hot spot
-0.355155538,0.027,97.875,20.125,Myanmar,oscillating hot spot
-0.491535614,0.001,97.875,20.375,Myanmar,oscillating hot spot
-0.651996627,0,97.875,20.625,Myanmar,oscillating hot spot
-0.473622936,0.002,97.875,20.875,Myanmar,oscillating hot spot
-0.379585591,0.017,97.875,21.125,Myanmar,oscillating hot spot
-0.108515726,0.511,97.875,21.375,Myanmar,oscillating hot spot
-0.181289128,0.283,97.875,21.625,Myanmar,oscillating hot spot
0.146603449,0.38,97.875,21.875,Myanmar,oscillating hot spot
-0.109094163,0.514,97.875,22.125,Myanmar,oscillating hot spot
-0.275672176,0.094,97.875,22.375,Myanmar,oscillating hot spot
-0.442997177,0.006,97.875,22.625,Myanmar,oscillating hot spot
-0.078282395,0.65,98.125,15.625,Myanmar,oscillating hot spot
-0.123191925,0.468,98.125,15.875,Myanmar,oscillating hot spot
-0.170620305,0.313,98.125,16.125,Myanmar,oscillating hot spot
-0.097586436,0.566,98.125,16.375,Myanmar,oscillating hot spot
-0.513801484,0.001,98.125,16.625,Myanmar,oscillating hot spot
-0.355128625,0.031,98.125,16.875,Myanmar,oscillating hot spot
0.282511439,0.1,98.125,17.125,Myanmar,oscillating hot spot
-0.230972913,0.163,98.125,19.375,Thailand,oscillating hot spot
-0.111820714,0.504,98.125,19.625,Myanmar,oscillating hot spot
0.054175388,0.75,98.125,19.875,Myanmar,oscillating hot spot
-0.118540137,0.472,98.125,20.375,Myanmar,oscillating hot spot
-0.043811518,0.791,98.125,20.875,Myanmar,oscillating hot spot
-0.107576871,0.514,98.125,21.125,Myanmar,oscillating hot spot
-0.595362083,0,98.125,21.375,Myanmar,oscillating hot spot
-0.107912136,0.525,98.125,21.625,Myanmar,oscillating hot spot
0.155725144,0.357,98.125,21.875,Myanmar,oscillating hot spot
0.051620082,0.758,98.125,22.125,Myanmar,oscillating hot spot
0.185232623,0.266,98.125,22.375,Myanmar,oscillating hot spot
-0.432865499,0.017,98.375,13.875,Myanmar,oscillating hot spot
-0.307769241,0.092,98.375,14.125,Myanmar,oscillating hot spot
0.052271328,0.776,98.375,14.375,Myanmar,oscillating hot spot
-0.342574988,0.038,98.375,15.375,Myanmar,oscillating hot spot
-0.219478991,0.212,98.375,16.125,Myanmar,oscillating hot spot
0.042892796,0.81,98.375,16.375,Myanmar,oscillating hot spot
-0.252578153,0.137,98.375,16.625,Myanmar,oscillating hot spot
-0.080070639,0.642,98.375,16.875,Myanmar,oscillating hot spot
-0.006550095,0.969,98.375,17.125,Myanmar,oscillating hot spot
0.036896376,0.831,98.375,17.375,Thailand,oscillating hot spot
-0.119490332,0.515,98.375,18.625,Thailand,oscillating hot spot
0.035679034,0.854,98.375,18.875,Thailand,oscillating hot spot
-0.049787873,0.767,98.375,19.625,Myanmar,oscillating hot spot
0.004827111,0.978,98.375,19.875,Myanmar,oscillating hot spot
-0.082262092,0.623,98.375,20.375,Myanmar,oscillating hot spot
0.253849086,0.119,98.375,20.625,Myanmar,oscillating hot spot
-0.247583301,0.129,98.375,20.875,Myanmar,oscillating hot spot
0.219018332,0.18,98.375,21.125,Myanmar,oscillating hot spot
-0.032522845,0.848,98.375,21.375,Myanmar,oscillating hot spot
-0.285186362,0.097,98.625,13.125,Myanmar,oscillating hot spot
-0.46021636,0.007,98.625,13.375,Myanmar,oscillating hot spot
0.10709268,0.553,98.625,14.125,Myanmar,oscillating hot spot
0.293544743,0.092,98.625,14.375,Myanmar,oscillating hot spot
0.048237504,0.78,98.625,14.625,Myanmar,oscillating hot spot
-0.02581935,0.881,98.625,14.875,Thailand,oscillating hot spot
0.031049123,0.859,98.625,15.125,Thailand,oscillating hot spot
-0.004933229,0.977,98.625,15.375,Myanmar,oscillating hot spot
-0.145102167,0.406,98.625,15.625,Myanmar,oscillating hot spot
0.004673285,0.978,98.625,15.875,Myanmar,oscillating hot spot
0.097150024,0.585,98.625,16.125,Myanmar,oscillating hot spot
0.132569151,0.441,98.625,16.375,Myanmar,oscillating hot spot
-0.363880785,0.025,98.625,16.625,Myanmar,oscillating hot spot
-0.299686417,0.072,98.625,16.875,Myanmar,oscillating hot spot
-0.321378765,0.049,98.625,17.125,Thailand,oscillating hot spot
-0.226452037,0.172,98.625,17.375,Thailand,oscillating hot spot
0.113897248,0.502,98.625,17.625,Thailand,oscillating hot spot
-0.086308443,0.606,98.625,18.125,Thailand,oscillating hot spot
-0.091674699,0.584,98.625,18.375,Thailand,oscillating hot spot
0.095086167,0.57,98.625,18.625,Thailand,oscillating hot spot
-0.109979061,0.517,98.625,18.875,Thailand,oscillating hot spot
0.187366562,0.267,98.625,19.125,Thailand,oscillating hot spot
-0.238104028,0.15,98.625,20.375,Myanmar,oscillating hot spot
-0.270004019,0.096,98.625,20.875,Myanmar,oscillating hot spot
0.003638184,0.983,98.875,12.625,Myanmar,oscillating hot spot
-0.235471052,0.161,98.875,14.125,Myanmar,oscillating hot spot
0.079195874,0.651,98.875,14.375,Thailand,oscillating hot spot
-0.31777345,0.059,98.875,14.625,Thailand,oscillating hot spot
-0.186486449,0.291,98.875,14.875,Thailand,oscillating hot spot
-0.002926116,0.987,98.875,15.375,Thailand,oscillating hot spot
-0.018328725,0.916,98.875,15.875,Thailand,oscillating hot spot
0.013391633,0.938,98.875,16.125,Myanmar,oscillating hot spot
-0.177225712,0.294,98.875,16.375,Myanmar,oscillating hot spot
-0.261032521,0.119,98.875,16.625,Thailand,oscillating hot spot
-0.108940469,0.533,98.875,16.875,Thailand,oscillating hot spot
-0.026703513,0.874,98.875,17.125,Thailand,oscillating hot spot
0.306727269,0.061,98.875,17.375,Thailand,oscillating hot spot
-0.131488294,0.431,98.875,17.625,Thailand,oscillating hot spot
-0.102973289,0.538,98.875,17.875,Thailand,oscillating hot spot
-0.378237945,0.019,98.875,18.125,Thailand,oscillating hot spot
-0.269680804,0.097,98.875,18.625,Thailand,oscillating hot spot
0.055615185,0.74,98.875,18.875,Thailand,oscillating hot spot
0.011724315,0.944,98.875,19.125,Thailand,oscillating hot spot
0.037169145,0.827,98.875,19.375,Thailand,oscillating hot spot
-0.130883167,0.427,98.875,20.375,Myanmar,oscillating hot spot
-0.435186093,0.01,99.125,12.375,Myanmar,oscillating hot spot
0.33547342,0.061,99.125,12.625,Myanmar,oscillating hot spot
-0.048843149,0.798,99.125,12.875,Myanmar,oscillating hot spot
-0.376333248,0.028,99.125,13.125,Myanmar,oscillating hot spot
0.320074077,0.061,99.125,13.375,Myanmar,oscillating hot spot
0.367667196,0.025,99.125,13.625,Myanmar,oscillating hot spot
