,date,country,driving,walking
0,2020/3/1,Cambodia,71.41,84.35
1,2020/3/2,Cambodia,70.89,86.82
2,2020/3/3,Cambodia,71.91,83.31
3,2020/3/4,Cambodia,69.82,85.81
4,2020/3/5,Cambodia,69.35,83.74
5,2020/3/6,Cambodia,72.68,86.25
6,2020/3/7,Cambodia,72.28,92.46
7,2020/3/8,Cambodia,67.53,79.77
8,2020/3/9,Cambodia,63.06,83.51
9,2020/3/10,Cambodia,63.34,79.11
10,2020/3/11,Cambodia,56.33,75.87
11,2020/3/12,Cambodia,48.49,73.87
12,2020/3/13,Cambodia,49.14,75.4
13,2020/3/14,Cambodia,45.88,74.57
14,2020/3/15,Cambodia,42.68,67.12
15,2020/3/16,Cambodia,39.81,69.86
16,2020/3/17,Cambodia,34.71,60.98
17,2020/3/18,Cambodia,33.31,62.35
18,2020/3/19,Cambodia,33.16,59.25
19,2020/3/20,Cambodia,33.23,60.71
20,2020/3/21,Cambodia,32.71,66.15
21,2020/3/22,Cambodia,31.25,62.12
22,2020/3/23,Cambodia,30.71,56.11
23,2020/3/24,Cambodia,27.84,53.47
24,2020/3/25,Cambodia,29.27,55.54
25,2020/3/26,Cambodia,28.76,54.67
26,2020/3/27,Cambodia,28.59,55.44
27,2020/3/28,Cambodia,28.92,50.2
28,2020/3/29,Cambodia,29.03,56.07
29,2020/3/30,Cambodia,29.47,53.97
30,2020/3/31,Cambodia,29.56,55.57
31,2020/4/1,Cambodia,29.22,56.94
32,2020/4/2,Cambodia,28.82,53.6
33,2020/4/3,Cambodia,29.71,55.87
34,2020/4/4,Cambodia,29.66,54.11
35,2020/4/5,Cambodia,30.57,55.17
36,2020/4/6,Cambodia,30.83,58.01
37,2020/4/7,Cambodia,28.91,50.03
38,2020/4/8,Cambodia,29.96,55.31
39,2020/4/9,Cambodia,26.31,52.3
40,2020/4/10,Cambodia,27.3,58.85
41,2020/4/11,Cambodia,26.96,46.3
42,2020/4/12,Cambodia,24.13,47.6
43,2020/4/13,Cambodia,24.08,43.52
44,2020/4/14,Cambodia,25.14,45.49
45,2020/4/15,Cambodia,25.29,43.09
46,2020/4/16,Cambodia,28.68,44.69
47,2020/4/17,Cambodia,30.84,57.64
48,2020/4/18,Cambodia,31.03,52.5
49,2020/4/19,Cambodia,32.0,55.84
50,2020/4/20,Cambodia,31.94,53.47
51,2020/4/21,Cambodia,32.07,60.45
52,2020/4/22,Cambodia,31.81,58.14
53,2020/4/23,Cambodia,32.56,53.91
54,2020/4/24,Cambodia,33.82,57.08
55,2020/4/25,Cambodia,33.73,53.64
56,2020/4/26,Cambodia,32.61,56.38
57,2020/4/27,Cambodia,34.69,60.75
58,2020/4/28,Cambodia,33.18,48.33
59,2020/4/29,Cambodia,33.48,52.77
60,2020/4/30,Cambodia,38.62,62.25
61,2020/5/1,Cambodia,35.93,59.28
62,2020/5/2,Cambodia,34.23,52.1
63,2020/5/3,Cambodia,35.34,52.14
64,2020/5/4,Cambodia,36.14,57.38
65,2020/5/5,Cambodia,36.92,61.38
66,2020/5/6,Cambodia,34.84,55.47
67,2020/5/7,Cambodia,35.6,61.48
68,2020/5/8,Cambodia,41.44,62.58
69,2020/5/9,Cambodia,40.96,67.49
70,2020/5/10,Cambodia,38.97,60.31
73,2020/5/13,Cambodia,41.6,65.92
74,2020/5/14,Cambodia,42.46,65.92
75,2020/5/15,Cambodia,48.0,75.93
76,2020/5/16,Cambodia,47.72,71.33
77,2020/5/17,Cambodia,44.01,70.29
78,2020/5/18,Cambodia,42.79,65.89
79,2020/5/19,Cambodia,41.67,66.05
80,2020/5/20,Cambodia,44.31,63.65
81,2020/5/21,Cambodia,45.22,65.55
82,2020/5/22,Cambodia,45.4,68.62
83,2020/5/23,Cambodia,47.37,65.89
84,2020/5/24,Cambodia,44.63,68.42
85,2020/5/25,Cambodia,45.1,67.42
86,2020/5/26,Cambodia,43.18,69.86
87,2020/5/27,Cambodia,45.92,63.15
88,2020/5/28,Cambodia,43.41,63.15
89,2020/5/29,Cambodia,50.94,71.53
90,2020/5/30,Cambodia,52.6,76.7
91,2020/5/31,Cambodia,47.4,68.39
92,2020/6/1,Cambodia,44.63,70.76
93,2020/6/2,Cambodia,45.64,67.56
94,2020/6/3,Cambodia,48.25,72.0
95,2020/6/4,Cambodia,48.23,78.4
96,2020/6/5,Cambodia,53.07,72.56
97,2020/6/6,Cambodia,54.78,81.01
98,2020/6/7,Cambodia,49.54,75.0
99,2020/6/8,Cambodia,48.8,73.83
100,2020/6/9,Cambodia,47.29,75.63
101,2020/6/10,Cambodia,46.25,73.97
102,2020/6/11,Cambodia,48.9,71.6
103,2020/6/12,Cambodia,54.28,79.17
104,2020/6/13,Cambodia,54.74,84.58
105,2020/6/14,Cambodia,48.14,71.73
106,2020/6/15,Cambodia,49.3,77.0
107,2020/6/16,Cambodia,50.47,78.6
108,2020/6/17,Cambodia,53.8,76.3
109,2020/6/18,Cambodia,53.06,85.41
110,2020/6/19,Cambodia,54.8,76.97
111,2020/6/20,Cambodia,52.09,74.1
112,2020/6/21,Cambodia,50.33,77.14
113,2020/6/22,Cambodia,49.92,77.5
114,2020/6/23,Cambodia,50.78,74.63
115,2020/6/24,Cambodia,51.75,82.68
116,2020/6/25,Cambodia,52.05,77.0
117,2020/6/26,Cambodia,55.96,79.34
118,2020/6/27,Cambodia,57.26,82.38
119,2020/6/28,Cambodia,52.01,90.12
120,2020/6/29,Cambodia,50.86,80.61
121,2020/6/30,Cambodia,52.75,82.34
122,2020/7/1,Cambodia,54.37,81.34
123,2020/7/2,Cambodia,51.03,68.99
124,2020/7/3,Cambodia,59.91,82.24
125,2020/7/4,Cambodia,57.67,79.17
126,2020/7/5,Cambodia,56.71,75.7
127,2020/7/6,Cambodia,54.55,78.97
128,2020/7/7,Cambodia,53.43,74.73
129,2020/7/8,Cambodia,54.85,77.94
130,2020/7/9,Cambodia,54.39,73.1
131,2020/7/10,Cambodia,62.36,89.59
132,2020/7/11,Cambodia,59.44,89.62
133,2020/7/12,Cambodia,55.41,83.18
134,2020/7/13,Cambodia,54.33,79.97
135,2020/7/14,Cambodia,56.06,78.0
136,2020/7/15,Cambodia,59.56,88.99
137,2020/7/16,Cambodia,56.1,82.64
138,2020/7/17,Cambodia,60.77,79.41
139,2020/7/18,Cambodia,59.75,85.21
140,2020/7/19,Cambodia,55.82,83.74
141,2020/7/20,Cambodia,54.8,81.84
142,2020/7/21,Cambodia,52.81,74.27
143,2020/7/22,Cambodia,52.34,76.17
144,2020/7/23,Cambodia,53.34,73.2
145,2020/7/24,Cambodia,59.39,83.64
146,2020/7/25,Cambodia,60.74,81.07
147,2020/7/26,Cambodia,55.12,83.41
148,2020/7/27,Cambodia,54.21,76.23
149,2020/7/28,Cambodia,52.16,72.36
150,2020/7/29,Cambodia,54.19,74.73
151,2020/7/30,Cambodia,58.06,83.14
152,2020/7/31,Cambodia,63.4,77.74
153,2020/8/1,Cambodia,61.25,78.94
154,2020/8/2,Cambodia,57.55,84.65
155,2020/8/3,Cambodia,56.23,77.94
156,2020/8/4,Cambodia,55.52,80.01
157,2020/8/5,Cambodia,57.55,78.91
158,2020/8/6,Cambodia,59.43,76.9
159,2020/8/7,Cambodia,64.45,83.78
160,2020/8/8,Cambodia,66.54,84.91
161,2020/8/9,Cambodia,63.0,86.62
162,2020/8/10,Cambodia,58.93,82.94
163,2020/8/11,Cambodia,58.32,79.41
164,2020/8/12,Cambodia,59.85,80.84
165,2020/8/13,Cambodia,59.43,82.51
166,2020/8/14,Cambodia,64.38,87.52
167,2020/8/15,Cambodia,72.44,98.33
168,2020/8/16,Cambodia,74.41,101.7
169,2020/8/17,Cambodia,71.8,99.9
170,2020/8/18,Cambodia,74.11,98.0
171,2020/8/19,Cambodia,72.35,97.66
172,2020/8/20,Cambodia,70.1,97.2
173,2020/8/21,Cambodia,69.2,90.59
174,2020/8/22,Cambodia,65.43,97.9
175,2020/8/23,Cambodia,61.47,85.45
176,2020/8/24,Cambodia,60.38,88.42
177,2020/8/25,Cambodia,60.28,82.71
178,2020/8/26,Cambodia,58.05,78.17
179,2020/8/27,Cambodia,62.19,83.88
180,2020/8/28,Cambodia,63.13,84.51
181,2020/8/29,Cambodia,68.7,90.15
182,2020/8/30,Cambodia,59.31,83.81
183,2020/8/31,Cambodia,54.64,75.57
184,2020/9/1,Cambodia,51.85,77.67
185,2020/9/2,Cambodia,54.48,76.5
186,2020/9/3,Cambodia,60.08,90.02
187,2020/9/4,Cambodia,64.11,86.08
188,2020/9/5,Cambodia,62.53,84.85
189,2020/9/6,Cambodia,58.56,74.17
190,2020/9/7,Cambodia,60.03,84.95
191,2020/9/8,Cambodia,57.1,75.53
192,2020/9/9,Cambodia,58.48,76.9
193,2020/9/10,Cambodia,60.19,84.61
194,2020/9/11,Cambodia,65.15,84.31
195,2020/9/12,Cambodia,61.87,85.05
196,2020/9/13,Cambodia,59.19,83.64
197,2020/9/14,Cambodia,60.07,79.71
198,2020/9/15,Cambodia,57.77,89.99
199,2020/9/16,Cambodia,52.63,73.23
200,2020/9/17,Cambodia,54.91,77.94
201,2020/9/18,Cambodia,55.16,83.24
202,2020/9/19,Cambodia,56.41,84.11
203,2020/9/20,Cambodia,56.75,88.45
204,2020/9/21,Cambodia,53.22,88.05
205,2020/9/22,Cambodia,54.13,90.45
206,2020/9/23,Cambodia,58.56,86.42
207,2020/9/24,Cambodia,55.41,84.95
208,2020/9/25,Cambodia,57.34,88.82
209,2020/9/26,Cambodia,56.06,85.91
210,2020/9/27,Cambodia,51.28,77.94
211,2020/9/28,Cambodia,51.98,73.2
212,2020/9/29,Cambodia,52.89,87.12
213,2020/9/30,Cambodia,51.99,77.8
214,2020/10/1,Cambodia,51.67,76.6
215,2020/10/2,Cambodia,56.46,85.38
216,2020/10/3,Cambodia,59.86,91.69
217,2020/10/4,Cambodia,53.03,85.71
218,2020/10/5,Cambodia,52.17,79.07
219,2020/10/6,Cambodia,52.77,84.51
220,2020/10/7,Cambodia,51.31,78.54
221,2020/10/8,Cambodia,50.38,74.3
222,2020/10/9,Cambodia,55.17,82.91
223,2020/10/10,Cambodia,56.66,84.98
224,2020/10/11,Cambodia,48.95,74.1
225,2020/10/12,Cambodia,50.17,79.27
226,2020/10/13,Cambodia,46.16,79.21
227,2020/10/14,Cambodia,48.96,79.77
228,2020/10/15,Cambodia,44.17,68.83
229,2020/10/16,Cambodia,48.43,72.23
230,2020/10/17,Cambodia,50.31,81.41
231,2020/10/18,Cambodia,47.67,71.4
232,2020/10/19,Cambodia,48.15,74.03
233,2020/10/20,Cambodia,48.87,77.97
234,2020/10/21,Cambodia,46.92,73.26
235,2020/10/22,Cambodia,47.43,68.49
236,2020/10/23,Cambodia,53.74,77.34
237,2020/10/24,Cambodia,54.55,78.77
238,2020/10/25,Cambodia,50.54,75.4
239,2020/10/26,Cambodia,47.19,73.06
240,2020/10/27,Cambodia,52.09,73.53
241,2020/10/28,Cambodia,54.87,78.24
242,2020/10/29,Cambodia,57.52,82.54
243,2020/10/30,Cambodia,55.51,78.07
244,2020/10/31,Cambodia,53.39,79.94
245,2020/11/1,Cambodia,53.84,78.97
246,2020/11/2,Cambodia,50.2,72.06
247,2020/11/3,Cambodia,48.67,76.97
248,2020/11/4,Cambodia,47.31,69.73
249,2020/11/5,Cambodia,49.63,75.77
250,2020/11/6,Cambodia,53.12,80.11
251,2020/11/7,Cambodia,54.75,83.68
252,2020/11/8,Cambodia,48.66,74.43
253,2020/11/9,Cambodia,43.63,72.5
254,2020/11/10,Cambodia,41.23,64.35
255,2020/11/11,Cambodia,41.27,67.22
256,2020/11/12,Cambodia,42.48,64.72
257,2020/11/13,Cambodia,44.79,68.76
258,2020/11/14,Cambodia,46.4,74.43
259,2020/11/15,Cambodia,46.9,77.37
260,2020/11/16,Cambodia,45.44,74.8
261,2020/11/17,Cambodia,46.49,71.46
262,2020/11/18,Cambodia,45.8,73.2
263,2020/11/19,Cambodia,48.27,84.58
264,2020/11/20,Cambodia,51.51,81.78
265,2020/11/21,Cambodia,52.99,85.25
266,2020/11/22,Cambodia,49.76,74.03
267,2020/11/23,Cambodia,48.49,80.51
268,2020/11/24,Cambodia,48.81,79.27
269,2020/11/25,Cambodia,51.57,73.3
270,2020/11/26,Cambodia,49.83,80.37
271,2020/11/27,Cambodia,53.22,80.57
272,2020/11/28,Cambodia,48.03,85.81
273,2020/11/29,Cambodia,39.87,65.25
274,2020/11/30,Cambodia,39.05,68.96
275,2020/12/1,Cambodia,40.29,68.76
276,2020/12/2,Cambodia,39.58,66.52
277,2020/12/3,Cambodia,38.36,70.83
278,2020/12/4,Cambodia,38.08,68.42
279,2020/12/5,Cambodia,38.34,76.67
280,2020/12/6,Cambodia,36.92,68.79
281,2020/12/7,Cambodia,36.25,66.82
282,2020/12/8,Cambodia,37.02,68.96
283,2020/12/9,Cambodia,38.23,64.19
284,2020/12/10,Cambodia,39.7,74.57
285,2020/12/11,Cambodia,41.67,66.42
286,2020/12/12,Cambodia,41.98,67.29
287,2020/12/13,Cambodia,41.37,71.66
288,2020/12/14,Cambodia,42.04,69.39
289,2020/12/15,Cambodia,44.05,67.99
290,2020/12/16,Cambodia,44.39,71.03
291,2020/12/17,Cambodia,44.72,74.8
292,2020/12/18,Cambodia,49.78,82.34
293,2020/12/19,Cambodia,48.94,74.13
294,2020/12/20,Cambodia,48.73,79.34
295,2020/12/21,Cambodia,47.55,76.37
296,2020/12/22,Cambodia,47.0,75.4
297,2020/12/23,Cambodia,51.93,80.87
298,2020/12/24,Cambodia,52.86,78.57
299,2020/12/25,Cambodia,55.39,83.14
300,2020/12/26,Cambodia,53.55,86.21
301,2020/12/27,Cambodia,51.88,82.54
302,2020/12/28,Cambodia,51.53,81.41
303,2020/12/29,Cambodia,52.35,79.44
304,2020/12/30,Cambodia,57.33,87.32
305,2020/12/31,Cambodia,58.82,88.42
306,2021/1/1,Cambodia,53.44,84.35
307,2021/1/2,Cambodia,56.72,96.3
308,2021/1/3,Cambodia,54.96,92.79
309,2021/1/4,Cambodia,56.26,92.62
310,2021/1/5,Cambodia,53.4,80.91
311,2021/1/6,Cambodia,57.13,87.15
312,2021/1/7,Cambodia,56.46,91.52
313,2021/1/8,Cambodia,60.61,99.1
314,2021/1/9,Cambodia,59.65,99.33
315,2021/1/10,Cambodia,57.82,94.46
316,2021/1/11,Cambodia,56.33,90.32
317,2021/1/12,Cambodia,58.14,100.03
318,2021/1/13,Cambodia,54.46,88.42
319,2021/1/14,Cambodia,53.43,86.95
320,2021/1/15,Cambodia,56.93,84.38
321,2021/1/16,Cambodia,57.95,90.15
322,2021/1/17,Cambodia,51.41,83.51
323,2021/1/18,Cambodia,50.17,83.04
324,2021/1/19,Cambodia,51.3,82.01
325,2021/1/20,Cambodia,51.05,77.6
326,2021/1/21,Cambodia,54.03,90.09
327,2021/1/22,Cambodia,56.41,82.48
328,2021/1/23,Cambodia,58.41,96.06
329,2021/1/24,Cambodia,54.13,89.09
330,2021/1/25,Cambodia,52.72,78.0
331,2021/1/26,Cambodia,53.74,83.61
332,2021/1/27,Cambodia,51.79,81.91
333,2021/1/28,Cambodia,52.95,77.87
334,2021/1/29,Cambodia,57.35,86.35
335,2021/1/30,Cambodia,57.84,87.08
336,2021/1/31,Cambodia,53.7,84.81
337,2021/2/1,Cambodia,52.1,78.84
338,2021/2/2,Cambodia,52.63,74.2
339,2021/2/3,Cambodia,52.4,82.34
340,2021/2/4,Cambodia,51.56,81.17
341,2021/2/5,Cambodia,58.81,92.46
342,2021/2/6,Cambodia,59.82,86.21
343,2021/2/7,Cambodia,55.13,79.51
344,2021/2/8,Cambodia,52.8,86.42
345,2021/2/9,Cambodia,51.67,76.74
346,2021/2/10,Cambodia,46.29,67.99
347,2021/2/11,Cambodia,50.3,75.43
348,2021/2/12,Cambodia,59.68,92.56
349,2021/2/13,Cambodia,60.29,93.46
350,2021/2/14,Cambodia,58.21,86.42
351,2021/2/15,Cambodia,55.39,84.38
352,2021/2/16,Cambodia,55.17,83.31
353,2021/2/17,Cambodia,55.97,84.88
354,2021/2/18,Cambodia,58.48,84.05
355,2021/2/19,Cambodia,59.17,93.02
356,2021/2/20,Cambodia,56.3,86.45
357,2021/2/21,Cambodia,50.22,83.08
358,2021/2/22,Cambodia,47.5,79.81
359,2021/2/23,Cambodia,42.48,71.26
360,2021/2/24,Cambodia,48.84,73.13
361,2021/2/25,Cambodia,50.87,75.6
362,2021/2/26,Cambodia,52.64,74.33
363,2021/2/27,Cambodia,49.7,69.73
364,2021/2/28,Cambodia,47.22,74.9
365,2021/3/1,Cambodia,44.69,65.25
366,2021/3/2,Cambodia,45.38,67.76
367,2021/3/3,Cambodia,41.27,64.39
368,2021/3/4,Cambodia,42.31,65.32
369,2021/3/5,Cambodia,45.38,72.43
370,2021/3/6,Cambodia,45.23,68.19
371,2021/3/7,Cambodia,42.53,66.15
372,2021/3/8,Cambodia,40.61,64.69
373,2021/3/9,Cambodia,36.06,60.71
374,2021/3/10,Cambodia,36.34,62.48
375,2021/3/11,Cambodia,32.55,61.28
377,2021/3/13,Cambodia,31.96,56.98
378,2021/3/14,Cambodia,32.96,56.91
379,2021/3/15,Cambodia,30.73,50.17
380,2021/3/16,Cambodia,30.44,48.26
381,2021/3/17,Cambodia,32.12,55.67
382,2021/3/18,Cambodia,32.03,60.78
383,2021/3/19,Cambodia,31.03,56.74
384,2021/3/20,Cambodia,32.19,57.94
385,2021/3/21,Cambodia,33.01,53.27
386,2021/3/22,Cambodia,30.23,53.5
387,2021/3/23,Cambodia,31.67,53.54
388,2021/3/24,Cambodia,31.04,52.37
389,2021/3/25,Cambodia,31.76,49.13
390,2021/3/26,Cambodia,30.73,56.17
391,2021/3/27,Cambodia,31.65,92.92
392,2021/3/28,Cambodia,32.26,65.95
393,2021/3/29,Cambodia,32.01,60.38
394,2021/3/30,Cambodia,32.14,59.85
395,2021/3/31,Cambodia,31.26,53.6
396,2021/4/1,Cambodia,31.04,54.34
397,2021/4/2,Cambodia,30.99,51.77
398,2021/4/3,Cambodia,30.67,53.84
399,2021/4/4,Cambodia,31.49,57.31
400,2021/4/5,Cambodia,32.34,56.48
401,2021/4/6,Cambodia,32.38,50.4
402,2021/4/7,Cambodia,31.06,53.14
403,2021/4/8,Cambodia,30.93,51.3
404,2021/4/9,Cambodia,29.31,55.07
405,2021/4/10,Cambodia,26.58,49.83
406,2021/4/11,Cambodia,27.57,49.9
407,2021/4/12,Cambodia,29.02,50.0
408,2021/4/13,Cambodia,25.64,48.23
409,2021/4/14,Cambodia,22.06,45.93
410,2021/4/15,Cambodia,20.88,46.13
411,2021/4/16,Cambodia,18.84,39.75
412,2021/4/17,Cambodia,18.41,38.02
413,2021/4/18,Cambodia,19.79,46.9
414,2021/4/19,Cambodia,21.35,43.12
415,2021/4/20,Cambodia,20.58,44.56
416,2021/4/21,Cambodia,20.65,42.26
417,2021/4/22,Cambodia,19.73,39.05
418,2021/4/23,Cambodia,20.36,45.76
419,2021/4/24,Cambodia,18.11,37.82
420,2021/4/25,Cambodia,20.06,43.19
421,2021/4/26,Cambodia,22.41,48.9
422,2021/4/27,Cambodia,23.94,51.0
423,2021/4/28,Cambodia,24.62,52.27
424,2021/4/29,Cambodia,21.29,44.09
425,2021/4/30,Cambodia,22.44,45.66
426,2021/5/1,Cambodia,21.39,44.86
427,2021/5/2,Cambodia,23.46,44.36
428,2021/5/3,Cambodia,22.84,43.96
429,2021/5/4,Cambodia,23.42,46.23
430,2021/5/5,Cambodia,28.37,52.87
431,2021/5/6,Cambodia,29.39,49.73
432,2021/5/7,Cambodia,31.06,50.47
433,2021/5/8,Cambodia,33.07,52.67
434,2021/5/9,Cambodia,31.71,52.07
435,2021/5/10,Cambodia,33.42,55.57
436,2021/5/11,Cambodia,31.29,53.17
437,2021/5/12,Cambodia,31.74,52.17
438,2021/5/13,Cambodia,33.1,53.7
439,2021/5/14,Cambodia,34.26,50.23
440,2021/5/15,Cambodia,33.76,51.64
441,2021/5/16,Cambodia,35.38,56.68
442,2021/5/17,Cambodia,35.08,55.04
443,2021/5/18,Cambodia,35.98,58.41
444,2021/5/19,Cambodia,35.55,47.96
445,2021/5/20,Cambodia,36.09,54.67
446,2021/5/21,Cambodia,37.82,55.91
447,2021/5/22,Cambodia,37.5,57.18
448,2021/5/23,Cambodia,36.11,52.17
449,2021/5/24,Cambodia,36.6,56.01
450,2021/5/25,Cambodia,35.8,54.17
451,2021/5/26,Cambodia,37.2,53.87
452,2021/5/27,Cambodia,39.94,63.55
453,2021/5/28,Cambodia,39.97,60.81
454,2021/5/29,Cambodia,41.82,62.15
455,2021/5/30,Cambodia,39.68,56.48
456,2021/5/31,Cambodia,40.95,64.95
457,2021/6/1,Cambodia,40.45,61.45
458,2021/6/2,Cambodia,40.28,58.24
459,2021/6/3,Cambodia,38.62,64.69
460,2021/6/4,Cambodia,43.34,65.99
461,2021/6/5,Cambodia,41.68,57.58
462,2021/6/6,Cambodia,38.69,57.81
463,2021/6/7,Cambodia,40.63,61.58
464,2021/6/8,Cambodia,40.39,60.78
465,2021/6/9,Cambodia,39.61,59.18
466,2021/6/10,Cambodia,41.38,63.65
467,2021/6/11,Cambodia,40.94,61.95
468,2021/6/12,Cambodia,42.83,63.72
469,2021/6/13,Cambodia,44.07,66.42
470,2021/6/14,Cambodia,42.91,64.75
471,2021/6/15,Cambodia,40.78,63.72
472,2021/6/16,Cambodia,42.62,57.98
473,2021/6/17,Cambodia,43.72,63.12
474,2021/6/18,Cambodia,46.32,69.39
475,2021/6/19,Cambodia,44.08,62.75
476,2021/6/20,Cambodia,43.11,64.32
477,2021/6/21,Cambodia,42.37,62.52
478,2021/6/22,Cambodia,44.02,66.66
479,2021/6/23,Cambodia,43.19,66.66
480,2021/6/24,Cambodia,44.12,70.26
481,2021/6/25,Cambodia,45.73,64.92
482,2021/6/26,Cambodia,47.37,69.86
483,2021/6/27,Cambodia,46.32,66.09
484,2021/6/28,Cambodia,42.39,60.31
485,2021/6/29,Cambodia,43.01,57.91
486,2021/6/30,Cambodia,43.22,68.52
487,2021/7/1,Cambodia,44.41,66.05
488,2021/7/2,Cambodia,45.71,63.85
489,2021/7/3,Cambodia,45.01,67.59
490,2021/7/4,Cambodia,41.34,62.45
491,2021/7/5,Cambodia,41.77,63.99
492,2021/7/6,Cambodia,42.3,66.42
493,2021/7/7,Cambodia,42.33,63.95
494,2021/7/8,Cambodia,42.63,62.68
495,2021/7/9,Cambodia,44.1,66.09
496,2021/7/10,Cambodia,44.83,66.12
497,2021/7/11,Cambodia,43.3,65.62
498,2021/7/12,Cambodia,42.97,58.71
499,2021/7/13,Cambodia,42.69,61.62
500,2021/7/14,Cambodia,43.59,66.02
501,2021/7/15,Cambodia,43.89,64.39
502,2021/7/16,Cambodia,43.7,66.89
503,2021/7/17,Cambodia,45.75,73.33
504,2021/7/18,Cambodia,41.59,65.42
505,2021/7/19,Cambodia,43.95,65.82
506,2021/7/20,Cambodia,42.82,67.26
507,2021/7/21,Cambodia,40.17,56.07
508,2021/7/22,Cambodia,41.99,63.05
509,2021/7/23,Cambodia,44.77,67.19
510,2021/7/24,Cambodia,44.33,64.92
511,2021/7/25,Cambodia,38.91,57.54
512,2021/7/26,Cambodia,42.52,62.52
513,2021/7/27,Cambodia,41.07,60.25
514,2021/7/28,Cambodia,40.52,63.79
515,2021/7/29,Cambodia,40.58,62.78
516,2021/7/30,Cambodia,42.5,60.58
517,2021/7/31,Cambodia,40.95,66.19
518,2021/8/1,Cambodia,39.97,63.82
519,2021/8/2,Cambodia,37.62,58.95
520,2021/8/3,Cambodia,38.78,62.18
521,2021/8/4,Cambodia,37.87,64.22
522,2021/8/5,Cambodia,39.06,68.39
523,2021/8/6,Cambodia,37.84,65.82
524,2021/8/7,Cambodia,39.72,62.92
525,2021/8/8,Cambodia,39.3,58.48
526,2021/8/9,Cambodia,39.3,65.89
527,2021/8/10,Cambodia,40.19,63.62
528,2021/8/11,Cambodia,39.43,61.98
529,2021/8/12,Cambodia,43.06,65.89
530,2021/8/13,Cambodia,41.85,65.72
531,2021/8/14,Cambodia,44.09,72.73
532,2021/8/15,Cambodia,42.39,71.93
533,2021/8/16,Cambodia,41.37,72.03
534,2021/8/17,Cambodia,41.54,67.89
535,2021/8/18,Cambodia,41.78,72.13
536,2021/8/19,Cambodia,42.84,65.09
537,2021/8/20,Cambodia,43.22,62.38
538,2021/8/21,Cambodia,39.33,59.55
539,2021/8/22,Cambodia,43.05,69.69
540,2021/8/23,Cambodia,43.03,63.95
541,2021/8/24,Cambodia,44.27,67.16
542,2021/8/25,Cambodia,42.48,60.61
543,2021/8/26,Cambodia,43.28,66.69
544,2021/8/27,Cambodia,46.24,72.96
545,2021/8/28,Cambodia,46.44,69.06
546,2021/8/29,Cambodia,44.69,63.99
547,2021/8/30,Cambodia,45.37,67.49
548,2021/8/31,Cambodia,45.44,67.19
549,2021/9/1,Cambodia,45.2,69.99
550,2021/9/2,Cambodia,46.3,65.02
551,2021/9/3,Cambodia,49.14,73.26
552,2021/9/4,Cambodia,47.51,71.06
553,2021/9/5,Cambodia,45.78,68.86
554,2021/9/6,Cambodia,45.29,70.29
555,2021/9/7,Cambodia,45.87,72.2
556,2021/9/8,Cambodia,44.9,65.35
557,2021/9/9,Cambodia,44.91,62.62
558,2021/9/10,Cambodia,48.46,71.46
559,2021/9/11,Cambodia,50.49,70.93
560,2021/9/12,Cambodia,46.63,72.76
561,2021/9/13,Cambodia,45.1,70.49
562,2021/9/14,Cambodia,49.13,83.31
563,2021/9/15,Cambodia,47.53,70.99
564,2021/9/16,Cambodia,47.52,73.16
565,2021/9/17,Cambodia,52.94,78.47
566,2021/9/18,Cambodia,51.49,73.63
567,2021/9/19,Cambodia,45.93,70.66
568,2021/9/20,Cambodia,47.06,73.53
569,2021/9/21,Cambodia,48.73,75.07
570,2021/9/22,Cambodia,48.83,70.99
571,2021/9/23,Cambodia,50.58,76.8
572,2021/9/24,Cambodia,50.38,72.93
573,2021/9/25,Cambodia,48.94,72.93
574,2021/9/26,Cambodia,47.06,70.56
575,2021/9/27,Cambodia,45.83,69.09
576,2021/9/28,Cambodia,46.93,65.69
577,2021/9/29,Cambodia,46.09,65.32
578,2021/9/30,Cambodia,49.17,73.06
579,2021/10/1,Cambodia,48.8,72.8
580,2021/10/2,Cambodia,51.52,80.94
581,2021/10/3,Cambodia,50.75,82.54
582,2021/10/4,Cambodia,48.18,79.01
583,2021/10/5,Cambodia,43.25,67.99
584,2021/10/6,Cambodia,44.68,71.73
585,2021/10/7,Cambodia,47.57,76.67
586,2021/10/8,Cambodia,52.27,77.27
587,2021/10/9,Cambodia,52.1,76.9
588,2021/10/10,Cambodia,52.73,72.1
589,2021/10/11,Cambodia,51.17,77.74
590,2021/10/12,Cambodia,51.74,74.97
591,2021/10/13,Cambodia,53.78,74.17
592,2021/10/14,Cambodia,62.48,81.61
593,2021/10/15,Cambodia,63.98,85.98
594,2021/10/16,Cambodia,62.6,84.48
595,2021/10/17,Cambodia,61.4,84.15
596,2021/10/18,Cambodia,59.29,81.54
597,2021/10/19,Cambodia,61.42,84.55
598,2021/10/20,Cambodia,54.61,73.5
599,2021/10/21,Cambodia,51.63,76.1
600,2021/10/22,Cambodia,53.5,72.83
601,2021/10/23,Cambodia,55.47,78.7
602,2021/10/24,Cambodia,50.84,74.4
603,2021/10/25,Cambodia,50.02,67.76
604,2021/10/26,Cambodia,51.51,76.17
605,2021/10/27,Cambodia,51.03,73.16
606,2021/10/28,Cambodia,55.91,75.57
607,2021/10/29,Cambodia,56.49,78.14
608,2021/10/30,Cambodia,55.15,77.77
609,2021/10/31,Cambodia,53.45,74.03
610,2021/11/1,Cambodia,53.45,77.37
